year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2009,22,吉林,6.2893,4.6963,5.0455,5.9651,6.8618,6.8873,7.5688,6.9579,8.9619,8.2831,9.4935,9.164,86.1745,2.138,1.7836,1.8765,1.7986,2.4264,2.5421,2.5679,2.556,2.9352,2.5912,3.2956,4.7383,31.2494
2010,22,吉林,12.1899,7.282,9.0538,11.0788,10.304,10.5794,11.7974,11.0616,8.9065,9.3518,12.0809,10.0071,123.6932,3.4622,2.1654,2.8533,3.0997,3.0757,3.4305,4.1136,3.5977,3.8902,3.7832,5.1938,6.0932,44.7585
2011,22,吉林,16.0702,9.6381,16.4146,13.0997,13.524,14.2004,14.3969,16.3388,14.4188,12.7515,17.9053,11.8738,170.6321,4.0268,2.6433,3.9714,3.9899,4.29,4.0096,4.7651,4.1411,4.2175,4.1287,5.7614,4.0322,49.977
2012,22,吉林,15.3442,14.3198,16.6765,13.8879,18.5495,15.9498,15.845,18.2711,17.2035,11.6914,15.0872,12.9774,185.8033,5.1469,3.2236,4.7698,4.1481,4.9555,4.4415,4.4281,4.8174,4.7875,4.3211,4.7375,10.0495,59.8265
2013,22,吉林,13.5805,11.1222,15.3361,15.938,18.6897,14.5053,17.9015,17.8804,16.8788,16.9801,17.134,14.982,190.9286,4.7199,3.3916,4.8168,7.5904,6.4833,6.5028,4.6145,4.4077,6.8014,6.6473,4.3753,7.0355,67.3865
2014,22,吉林,19.5211,9.4281,16.5936,19.438,17.8466,15.8054,18.2224,16.9781,19.6887,16.7312,17.4231,18.3348,206.0111,5.6367,3.0956,3.8378,4.1667,5.3526,4.6977,4.8635,4.7283,4.7383,4.4875,6.0135,6.1576,57.7758
2015,22,吉林,16.634,10.5889,15.5688,15.1314,11.3346,12.3439,10.5892,10.1725,8.4003,9.8074,10.4351,11.6223,142.6284,4.2925,3.6577,3.8055,3.9247,4.3098,3.7278,3.6934,3.3096,4.8622,3.503,3.2047,3.8445,46.1354
2016,22,吉林,11.1475,10.233,12.2549,12.4684,14.0171,12.4341,12.5757,11.6107,9.7343,10.7944,13.1995,12.0391,142.5087,3.4385,2.5258,3.6349,3.4595,3.7503,3.6012,3.3874,3.6631,3.927,3.4269,3.4659,3.7395,42.02
2017,22,吉林,14.269,9.9385,13.0491,11.844,11.3208,10.6033,10.5843,13.2194,12.2051,10.2995,12.8222,11.0809,141.2361,3.8947,2.64,3.777,3.6266,3.5746,3.8045,3.5986,3.5478,3.9158,3.1436,4.0453,4.6253,44.1938
2018,22,吉林,16.6448,10.2481,12.2615,14.8439,14.2306,9.2991,19.059,13.0081,14.5378,12.2455,0,0,136.3784,4.1085,3.2891,3.9456,4.285,4.5901,4.1158,4.3972,4.2119,3.9276,3.8887,0,0,40.7595
2003,23,黑龙江,2.0266,1.9781,2.3827,2.1071,2.0056,1.7337,1.958,2.0478,2.0593,2.0181,2.0638,2.1706,24.5514,1.4871,1.5067,1.8824,1.7503,1.2534,1.6321,2.1098,2.2727,2.9982,4.3223,3.1203,4.4074,28.7427
2004,23,黑龙江,2.0473,2.493,2.8133,3.0834,2.0997,3.2175,2.4959,2.5474,2.7136,2.587,2.3979,2.587,31.083,2.3723,2.6394,2.8159,2.7963,2.2978,2.4309,2.9844,3.1188,3.9323,3.9719,3.8959,3.551,36.8069
2005,23,黑龙江,2.3398,2.0916,2.987,3.3986,2.352,2.9279,2.9463,3.0225,2.7185,2.6671,2.6649,4.8496,34.9658,3.317,2.3608,4.5886,4.4932,3.9942,5.7196,6.3157,7.5422,6.8854,5.9413,4.4809,5.0556,60.6945
2006,23,黑龙江,2.7026,3.6634,5.3265,3.8707,3.7369,4.0816,2.8418,4.3271,3.4301,3.0307,2.8655,4.3292,44.2061,4.6048,3.6546,5.7841,7.0178,5.3668,5.7244,8.0508,10.5275,11.184,9.1682,7.1966,6.0798,84.3594
2007,23,黑龙江,4.2968,2.9079,4.7957,4.402,3.3871,5.6252,3.4779,5.6708,4.169,4.0682,3.7269,3.8675,50.395,5.0386,4.8026,5.9841,6.8729,7.6872,13.3547,13.2657,19.1441,17.2492,12.3412,9.1599,8.3757,123.2759
2008,23,黑龙江,5.4425,4.5378,5.4334,4.2497,4.6008,5.0242,7.4043,5.3936,7.6603,4.4272,5.8571,3.2127,63.2436,10.4648,8.0202,9.5166,10.6742,9.8547,8.4225,12.4033,14.8477,15.6462,19.3404,22.4125,26.4592,168.0623
2009,23,黑龙江,4.0487,3.5885,3.7955,4.659,3.8191,4.5336,4.2628,6.4744,6.8649,3.2565,7.6179,8.5533,61.4742,12.9558,5.5185,7.5137,9.2472,8.6638,7.746,8.7162,8.4003,8.8625,7.084,6.3282,9.7851,100.8213
2010,23,黑龙江,8.4896,5.3053,6.8884,7.5753,8.1114,9.1642,6.1863,5.4105,10.3176,5.6105,10.1146,9.1726,92.3463,8.812,8.7166,7.785,8.8939,12.7006,15.2664,17.8826,18.2634,18.5706,20.8223,16.1471,8.9471,162.8076
2011,23,黑龙江,5.5109,13.4081,14.3298,21.4682,19.7475,17.0733,16.5869,19.3103,16.1139,24.7184,22.8732,17.3562,208.4967,14.1346,8.3241,11.1658,14.4173,16.3903,18.6316,29.8392,26.5612,11.0594,10.3237,10.0078,5.8747,176.7297
2012,23,黑龙江,15.6017,19.3599,22.9199,21.3805,22.9601,18.8462,16.1932,18.7677,16.8352,19.6929,16.4779,22.5161,231.5513,8.2998,6.678,12.1026,8.8624,8.5951,11.2859,12.6491,13.744,12.0978,9.811,12.9575,27.2673,144.3505
2013,23,黑龙江,20.6707,16.508,16.5676,19.9807,20.6565,19.9268,16.5393,17.9244,18.719,19.1603,22.162,17.6545,226.4698,11.56,6.2985,11.9177,21.5229,27.1229,10.896,13.1468,12.9192,12.303,10.1091,8.7286,15.793,162.3177
2014,23,黑龙江,18.9917,16.3235,15.6845,14.8396,18.2272,19.889,20.5422,15.8244,21.2184,19.3464,14.7699,19.9955,215.6523,9.1619,4.2209,9.3521,12.9241,10.4373,9.5859,13.4165,27.4645,19.6823,16.2818,19.8788,20.9966,173.4027
2015,23,黑龙江,11.9014,8.2369,9.8589,10.4965,12.4927,13.8149,11.4992,9.7887,8.4887,10.4583,9.9166,12.8139,129.7667,9.4954,7.9868,5.3356,5.8515,8.4291,6.8313,8.6405,6.5542,5.8203,5.8494,4.0223,5.5375,80.3539
2016,23,黑龙江,7.1086,6.619,7.6709,8.443,7.8975,8.7728,9.3489,9.8178,11.7035,10.0229,13.5902,14.0415,115.0366,4.2385,2.9796,4.2364,3.6332,3.8916,4.5904,3.8553,4.4865,4.5274,4.8098,4.3812,4.7253,50.3552
2017,23,黑龙江,9.9988,10.6635,10.7324,10.1748,10.5367,8.9503,10.5228,9.881,12.1597,13.9703,15.4734,14.3556,137.4193,4.1078,2.4182,3.5379,3.7917,4.8016,5.3756,5.0608,5.5178,5.8484,4.2639,3.5767,3.792,52.0924
2018,23,黑龙江,17.2796,16.0169,16.7946,15.5866,16.8695,16.8096,17.7034,18.4091,20.7607,19.3197,0,0,175.5497,3.6976,3.0599,2.8123,3.6195,3.8054,3.6951,3.4509,4.0282,3.9897,4.0018,0,0,36.1604
2003,31,上海,43.7558,35.7747,48.6177,50.1722,51.0641,49.0122,56.5498,56.4764,63.1446,55.9722,62.2636,66.0626,638.8659,30.904,28.2325,34.141,44.1849,40.8492,39.842,45.8342,42.5774,48.0833,44.0676,49.9354,35.8781,484.5296
2004,31,上海,57.2012,67.3822,72.8198,77.6216,65.1747,77.3009,78.4273,68.1705,82.4051,65.0483,75.236,78.259,865.0466,66.5559,36.7804,53.5719,63.457,55.0456,61.8996,65.0079,58.0009,71.4084,63.0815,77.1724,63.071,735.0525
2005,31,上海,68.6441,59.7272,81.4555,83.7825,68.8865,82.6006,78.5955,82.7389,88.7143,79.4778,87.5213,94.048,956.1922,70.8235,61.7414,75.1067,75.2634,68.9277,74.5968,77.0633,81.3078,84.2228,78.0612,90.8547,69.2059,907.1752
2006,31,上海,79.8012,74.1689,100.0228,94.2843,81.1918,95.2445,93.7605,101.2239,111.3038,94.6812,102.1492,111.5172,1139.3493,83.6346,81.3278,98.2065,88.5282,83.1937,97.3604,88.6971,100.706,103.779,104.0684,114.9619,91.4291,1135.8927
2007,31,上海,98.9347,86.6535,119.5962,119.1914,102.155,109.5042,123.0543,126.4216,129.5404,117.0511,130.0279,127.9485,1390.0788,108.6514,112.7882,96.1872,113.1666,104.6184,107.6321,127.8051,133.9473,134.5214,125.1708,143.5173,130.4636,1438.4694
2008,31,上海,124.187,110.4178,132.4683,146.2512,128.9529,130.1621,150.331,133.2997,142.9919,125.5079,100.9818,103.55,1529.1016,133.0943,116.9894,131.5296,148.154,141.3983,132.7814,160.5961,156.3068,156.8543,148.9666,141.9481,122.8325,1691.4514
2009,31,上海,70.3541,82.2804,97.0108,106.4058,102.2232,122.144,127.8138,115.7074,138.2464,114.2284,127.8885,154.8737,1359.1765,110.8427,84.8475,106.7116,109.975,99.4428,113.2132,122.2139,120.4709,131.4436,132.2558,134.4425,152.1007,1417.9602
2010,31,上海,128.4752,113.1095,167.1729,160.1529,154.2049,160.9948,155.9364,161.4444,169.1945,145.8504,174.1068,191.7241,1882.3668,131.8993,114.0483,135.6685,142.235,147.3613,163.269,169.4359,151.1614,160.4066,157.155,171.0023,163.4972,1807.1398
2011,31,上海,187.558,135.3209,205.6056,185.2966,188.335,195.225,195.6812,205.1411,200.7543,180.6858,196.7791,202.3652,2278.7478,164.3453,109.2556,184.3521,170.2922,171.8111,181.3327,202.7649,183.8607,178.0379,184.387,182.4829,183.8161,2096.7385
2012,31,上海,151.126,187.3747,213.3845,181.3238,208.2117,193.776,201.8466,194.5093,204.0726,180.3445,186.4369,196.1613,2298.5679,166.309,132.8499,172.9859,163.2465,189.082,183.4303,182.976,174.1579,179.412,168.5101,182.4156,171.9633,2067.3385
2013,31,上海,186.4466,143.454,197.5419,186.5196,203.7803,183.2008,220.6362,201.1396,215.3191,201.6466,211.1301,223.6295,2374.4443,178.2294,142.0445,165.0242,156.7279,163.1467,159.5587,176.0995,177.7477,184.3355,172.0568,190.6132,176.2005,2041.7846
2014,31,上海,228.6166,174.1517,216.179,216.6382,205.419,194.887,216.1594,204.8563,232.7611,215.0579,214.1291,243.6387,2562.494,195.7787,113.0884,166.8764,176.6745,177.2448,170.1754,185.6617,178.8801,174.8917,182.8745,192.1097,187.237,2101.4929
2015,31,上海,204.4184,162.3112,223.7701,212.4069,193.6001,210.2209,226.3275,209.6166,224.755,210.6534,214.8,240.4157,2533.2958,176.6406,146.644,139.4111,155.0108,165.4355,153.1109,170.5688,164.6727,185.4302,175.07,164.4712,162.6821,1959.1479
2016,31,上海,181.1411,148.7665,216.0968,189.0917,208.8517,206.4751,209.4625,214.545,214.6432,196.5329,245.6779,272.859,2504.1434,158.3093,113.5205,142.4836,141.2297,153.0526,152.0146,151.4088,160.1942,161.6775,152.7002,172.7421,174.1881,1833.5212
2017,31,上海,207.9848,201.5455,237.9573,223.1189,239.077,245.1628,223.4737,235.7143,258.5014,234.2423,266.1776,252.5818,2825.5374,167.442,118.9199,155.3186,141.9163,152.4919,173.4528,161.3146,166.6715,174.2888,168.4315,175.4725,180.7087,1936.4291
2018,31,上海,267.9548,218.6329,263.0101,246.6046,278.8255,254.6395,260.6773,284.4964,271.5936,248.6539,0,0,2595.0886,169.8262,151.0092,157.9222,162.5794,169.8502,182.2529,175.7972,177.5517,183.5834,179.8439,0,0,1710.2163
2003,32,江苏,36.7913,27.2078,39.4235,44.1887,40.7124,40.3245,47.1886,47.2917,58.1372,50.3918,51.958,61.4283,545.0438,37.4861,30.108,39.8833,46.6521,45.1315,45.7321,51.005,51.0401,55.5326,55.679,62.0743,70.8048,591.1289
2004,32,江苏,53.5019,60.8015,67.4782,72.4537,62.0065,71.2782,75.9235,72.9734,68.9454,77.0365,77.0694,74.0796,833.5478,49.5053,51.6801,65.6154,67.499,62.9799,78.5731,76.4684,72.9108,82.2653,81.9357,94.8393,90.6699,874.9422
2005,32,江苏,79.1361,63.4169,91.3547,87.349,76.4041,86.2536,87.1204,95.1742,100.2661,88.4073,98.2558,96.4222,1049.5604,79.6075,73.4335,100.9428,98.6134,94.7663,104.2616,101.2055,112.4667,119.2429,111.6847,120.8545,112.5879,1229.6673
2006,32,江苏,87.1464,81.7425,104.8114,102.367,92.8069,102.5763,99.1833,111.4018,118.89,100.7183,116.2353,117.8083,1235.6875,106.6462,93.0616,132.5188,125.5351,116.7697,132.6954,129.8141,155.3583,148.0891,146.6737,158.2172,158.717,1604.0962
2007,32,江苏,112.8107,90.193,123.715,122.8216,108.7948,113.5318,126.2936,130.5699,138.5766,126.8098,138.639,125.8635,1458.6193,151.1913,142.6647,146.161,164.5494,148.2761,155.1567,176.5389,188.6674,190.391,185.2718,199.9947,187.3235,2036.1865
2008,32,江苏,134.3588,113.4467,130.8972,140.796,140.5353,134.6477,149.5778,141.9881,142.0502,128.1917,97.5476,88.3881,1542.4252,179.0344,160.0442,187.3989,202.4218,201.3349,198.3401,222.4988,227.0913,228.29,217.313,183.4575,173.0692,2380.2941
2009,32,江苏,67.5582,84.1523,102.7749,109.4621,105.6763,120.3121,131.3401,121.8675,146.5311,127.0656,130.9717,147.6934,1395.4053,144.7787,103.1124,149.641,148.4632,145.7086,156.6505,177.5263,173.2586,197.4135,197.5219,194.636,203.2811,1991.9918
2010,32,江苏,136.9828,121.6236,171.077,163.8885,162.3425,164.8808,164.3819,170.3371,178.4727,153.9152,175.6747,189.026,1952.6028,188.6176,169.1826,203.3412,204.3227,221.2972,237.7882,247.6342,228.7832,247.9936,243.5028,258.8143,254.1093,2705.3869
2011,32,江苏,191.6182,134.4407,204.2305,192.7406,192.5584,183.276,190.2092,200.1764,205.1782,171.6852,190.8672,212.9276,2269.9082,244.5342,167.6884,269.2693,260.4303,263.8976,268.4874,290.0107,276.964,272.7749,259.8503,274.3866,277.607,3125.9007
2012,32,江苏,145.5624,171.4959,196.8098,175.0183,185.0887,196.6065,187.6973,184.1493,198.8122,168.8564,184.9542,199.3286,2194.3796,234.6425,188.7458,275.9377,257.1571,271.9585,304.3527,277.6831,274.3031,318.3344,273.8311,289.3923,318.9228,3285.2611
2013,32,江苏,171.0289,126.5895,178.45,191.7662,187.7203,179.6356,202.1513,192.7913,198.6949,188.7709,196.5515,205.9449,2220.0953,256.0959,194.897,268.8099,279.9131,279.6322,285.4526,283.2116,287.6122,287.0672,282.6619,297.4714,285.2814,3288.1064
2014,32,江苏,189.7147,153.456,189.977,201.2815,185.9563,184.4586,201.7061,185.1961,201.0476,171.4609,165.7787,187.7941,2217.8276,289.0165,175.3571,272.5859,289.459,315.5867,285.1039,327.933,309.2922,284.2684,286.5671,290.0055,293.2266,3418.4019
2015,32,江苏,171.5323,132.5454,180.5793,174.1761,174.9794,184.7994,188.2121,175.0113,179.6767,157.839,169.9032,179.9198,2069.174,283.6788,235.7511,232.7394,274.9093,296.2157,282.4762,295.8144,300.7451,309.7685,287.9801,279.3397,307.0439,3386.4622
2016,32,江苏,144.3921,118.2167,162.2582,156.4613,161.1311,153.4055,155.528,163.9815,169.069,155.9714,176.5206,185.511,1902.4464,255.5369,200.6598,256.6697,250.827,264.7519,267.6997,271.8978,298.2688,269.8376,265.867,288.8224,299.7115,3190.5501
2017,32,江苏,160.8189,161.7622,184.5503,173.4429,184.2329,186.9776,191.737,200.6347,217.2056,188.7638,218.1288,209.2644,2277.5191,279.0643,209.5736,285.5224,277.4636,295.8071,319.2233,311.6687,330.4932,320.3637,304.8242,342.6234,353.6348,3630.2623
2018,32,江苏,221.6181,176.3376,221.1882,212.074,231.051,214.2611,224.7548,232.9464,235.2218,221.7271,0,0,2191.1801,309.331,286.5595,294.3005,326.6363,341.5477,358.003,330.3725,348.4246,380.1082,343.7537,0,0,3319.037
2003,33,浙江,17.6193,12.4559,16.2502,16.6043,14.1637,16.1849,17.2349,17.0724,19.0063,15.8891,16.1492,19.5283,198.1585,30.3461,20.3808,29.9689,33.3791,32.7041,34.0787,38.5337,37.5312,40.4866,37.8858,36.4064,44.2483,415.9497
2004,33,浙江,19.1971,21.0563,22.7147,24.436,19.6747,23.5488,22.3336,22.2817,24.7192,20.9922,25.0116,24.6975,270.6634,37.6679,27.0535,46.3473,45.8403,44.0658,52.3951,54.2853,51.8732,57.5797,48.361,57.9991,57.9173,581.3855
2005,33,浙江,22.4667,19.5484,26.4496,28.2112,22.3838,26.9799,26.389,25.7206,28.3198,25.6575,25.5177,28.2279,305.8721,55.8542,45.3709,55.2422,63.3404,60.3732,68.2442,67.776,73.1991,72.2346,66.6936,68.4061,71.2898,768.0243
2006,33,浙江,26.6175,22.1822,28.522,34.6628,26.7665,32.6436,31.1226,36.0455,34.8177,30.2669,38.5561,40.3071,382.5105,73.9543,49.8824,79.3144,82.2031,78.8907,87.0763,87.0659,101.6974,94.0688,89.9053,90.2495,94.5975,1008.9056
2007,33,浙江,36.5038,29.9379,40.3123,43.1497,35.8128,40.7156,40.1443,41.9293,45.9145,41.0135,44.2457,46.1785,485.8579,98.582,95.5859,67.5472,108.4429,102.8896,106.6055,128.1223,123.7169,117.0713,108.2046,113.619,112.7383,1283.1255
2008,33,浙江,45.7633,38.6273,49.1217,57.4104,50.2353,51.7248,59.9585,53.696,51.9269,41.5636,32.9221,35.4252,568.3751,131.5077,89.2078,107.6217,130.3075,130.7495,141.5535,154.277,148.5033,145.0349,134.5971,110.5554,119.0471,1542.9625
2009,33,浙江,28.9407,31.9507,41.1262,45.7211,44.5681,50.6997,55.0657,47.4017,55.9509,42.9681,45.5818,57.2292,547.2039,118.4691,55.0561,98.0282,105.9868,100.4591,110.5703,124.4299,120.7014,128.897,118.3129,113.0823,136.1364,1330.1295
2010,33,浙江,53.6627,47.6058,66.3842,64.1474,60.21,60.9353,59.3418,60.5818,61.8933,52.0687,68.4718,75.3961,730.6989,132.2669,119.3881,107.7403,137.9427,157.8929,166.598,180.3366,159.7719,167.5063,145.4038,165.5052,164.2952,1804.6479
2011,33,浙江,78.9443,56.5619,82.8794,74.8503,74.1581,74.3806,79.6126,83.248,84.4858,72.8109,82.0078,86.3431,930.2828,192.4047,95.5031,158.3466,180.6384,189.0394,188.5925,209.1188,206.4005,198.8017,166.5954,184.3599,193.6939,2163.4949
2012,33,浙江,64.5709,78.6342,83.4308,69.8922,77.0358,67.7751,74.4479,71.7381,75.1035,65.6358,75.3976,75.18,878.8419,200.1659,94.5926,178.2888,179.2693,205.8436,197.2427,198.0178,201.4413,211.4372,195.9172,184.2266,198.7638,2245.2068
2013,33,浙江,75.6087,59.3377,75.1407,74.3341,71.7399,66.1002,75.6289,75.3166,74.0837,67.3799,76.1856,79.5164,870.3724,220.4676,153.0396,154.6759,202.7818,218.0323,221.626,233.4216,232.3937,208.0596,183.9142,217.3187,241.7948,2487.5258
2014,33,浙江,87.2335,60.0259,71.5067,74.293,65.317,64.1207,68.0389,64.5234,71.3425,60.8537,59.723,70.3214,817.2997,244.8206,119.2802,175.9148,232.8627,252.8149,240.1813,266.2221,259.1942,240.4184,223.2444,223.078,255.2881,2733.3197
2015,33,浙江,60.7803,43.5033,63.5924,61.8993,57.2724,64.2653,64.8319,55.3495,59.2751,54.2205,57.0892,62.5244,704.6036,252.474,229.5692,128.3753,210.0028,231.7146,243.0407,245.0117,262.0794,250.3457,224.8493,212.2606,273.6949,2763.4182
2016,33,浙江,49.9882,40.2233,59.244,55.661,59.6968,57.4777,56.9293,57.6238,57.6845,55.5213,65.5128,71.5585,687.1212,227.9164,152.7431,169.5246,223.6898,243.8681,236.5643,248.9232,269.8675,205.1075,212.1705,232.6151,255.6311,2678.6212
2017,33,浙江,65.0778,68.762,78.7279,70.6047,74.22,72.76,68.471,74.9628,83.3961,76.8406,88.424,88.8952,911.1421,250.4585,128.5036,221.4028,222.2024,268.975,256.9481,252.8443,260.3082,225.1586,230.9927,268.1262,282.0125,2867.9329
2018,33,浙江,91.8195,71.7673,97.9982,90.0533,103.0297,90.9623,96.1313,98.0569,99.753,94.6376,0,0,934.2091,269.4953,265.5013,160.8019,253.3737,291.4252,294.4592,284.3448,297.8315,294.5864,255.383,0,0,2667.2023
2003,34,安徽,2.5003,1.6763,2.4305,2.7999,2.1759,2.3905,3.0756,2.4023,2.5778,2.1321,2.4136,2.2671,28.8419,2.2497,1.6759,2.2522,2.8188,2.4884,2.6943,2.7904,2.4931,2.6485,2.5879,2.6025,3.3346,30.6363
2004,34,安徽,2.2458,2.9574,2.9088,3.1153,2.2661,3.2484,2.8517,3.0188,2.4881,2.5803,2.7341,2.3324,32.7472,2.4408,2.0123,2.8648,3.3742,3.0976,3.72,3.6463,3.5333,3.716,3.2956,3.8877,3.7796,39.3682
2005,34,安徽,2.8298,2.398,3.3831,4.0757,2.8613,2.9119,3.1456,3.3004,3.4943,3.3572,3.8619,3.6896,39.3088,3.4697,2.9895,3.7621,4.447,4.1902,4.9486,4.8698,4.9514,4.3793,4.0639,4.8785,4.9351,51.8851
2006,34,安徽,3.7122,3.241,4.0798,4.5905,4.3524,5.6759,5.0086,5.8917,4.214,2.8622,5.7591,4.6864,54.0738,4.6928,3.0135,5.2857,4.9483,5.0753,6.0162,6.7947,7.3773,6.5522,6.2043,5.7755,6.6416,68.3774
2007,34,安徽,4.9761,4.7772,4.479,7.1458,6.4198,6.7484,5.7124,7.6716,5.5648,4.795,6.6902,6.205,71.1853,6.0785,5.9893,5.1677,7.5489,6.6054,7.0334,8.2513,8.3119,7.8866,7.8929,8.333,9.0422,88.1411
2008,34,安徽,7.353,6.7519,8.0675,9.1407,7.611,8.1786,8.6092,6.3847,7.0839,7.4429,4.9275,6.6464,88.1973,8.7611,6.1273,8.4338,9.5392,10.6271,9.7517,11.7176,10.8676,10.7484,9.7866,8.4298,8.8509,113.6411
2009,34,安徽,3.8885,4.1695,5.4228,5.5517,4.3563,5.4705,5.709,5.4373,7.735,6.3997,5.8596,7.9124,67.9123,7.5196,4.354,6.9704,6.9918,7.2218,6.8812,7.6726,7.4222,8.9584,7.5089,7.8136,9.5504,88.8649
2010,34,安徽,7.9195,7.1197,9.2387,8.1209,10.8268,10.9088,9.1763,9.606,11.1901,9.43,12.1813,12.8868,118.6049,8.6431,7.4184,7.8162,9.1166,10.5275,10.9086,11.2717,11.7061,11.2319,9.6352,12.7177,13.136,124.129
2011,34,安徽,11.704,8.7054,11.4165,12.5809,10.3467,12.7309,11.7859,14.4894,12.2883,10.6019,12.0501,13.5661,142.2661,13.277,7.6943,12.225,13.4342,14.6883,14.6913,16.9388,16.7386,14.4517,13.9087,15.2811,17.4973,170.8263
2012,34,安徽,10.5031,10.0869,10.7513,8.5121,11.5569,10.3084,12.1101,8.5401,10.574,10.1481,9.8286,12.4408,125.3604,14.8967,9.2062,16.0366,15.1059,18.9667,22.7248,31.039,47.0215,35.9168,20.7804,17.1715,18.6198,267.4859
2013,34,安徽,13.546,9.2622,13.6051,12.3317,13.6339,12.4732,18.3366,16.0209,15.1077,14.8637,14.6251,18.9035,172.7096,25.4864,31.8898,22.1345,19.7232,19.6576,20.858,22.6184,22.7531,21.21,21.1413,25.7133,29.3314,282.517
2014,34,安徽,16.1168,14.9907,15.3526,17.1512,13.6523,14.2334,14.4938,13.6491,14.5785,14.0711,13.2618,15.564,177.1153,26.1009,13.3428,20.7758,29.52,30.5779,26.0032,28.8666,28.9614,27.2501,26.6753,26.0555,30.7338,314.8633
2015,34,安徽,13.7694,8.802,17.6214,15.2128,11.9801,11.5763,10.306,13.2943,12.4112,8.6604,15.1304,17.2225,155.9868,23.2147,20.9991,17.963,22.0325,23.623,25.1123,27.5848,26.9887,31.5245,26.0956,30.4056,47.162,322.7058
2016,34,安徽,11.5184,10.048,11.9294,12.1889,14.1012,12.9934,13.3615,12.446,12.5423,12.9426,15.5413,20.0489,159.6619,21.0569,16.4922,18.2457,20.7053,23.9473,21.6208,23.7254,24.4675,22.1699,22.7391,27.5599,41.7369,284.4669
2017,34,安徽,13.605,13.9417,20.1478,16.6996,18.2809,22.5196,19.7051,22.0923,20.6483,17.7297,22.0644,26.8206,234.255,22.9204,15.6897,24.216,23.7316,25.5352,28.5284,27.4886,27.7304,25.9657,24.9661,28.2246,30.9644,305.9611
2018,34,安徽,29.8742,19.4495,24.1947,20.2159,22.9609,21.593,20.4755,22.4188,22.7987,20.9302,0,0,224.9114,25.4884,25.1082,26.0617,29.5012,31.4944,33.5926,31.8373,32.2948,31.8808,31.2841,0,0,298.5435
2003,35,福建,10.107,7.5934,11.3514,11.2306,13.0612,10.9129,12.6357,11.1643,14.8898,11.604,12.682,14.7059,141.9382,14.6865,10.8922,17.7607,19.2237,16.3451,16.5207,19.783,16.7295,18.7234,18.8249,18.0776,23.7501,211.3174
2004,35,福建,11.3944,13.8454,16.6132,17.188,13.896,15.3882,15.4183,15.6624,16.2517,13.8112,15.6055,16.2481,181.3224,17.7093,17.7921,26.0834,23.9851,22.8862,27.8144,25.5864,25.1384,26.3475,24.4098,26.3642,29.8308,293.9476
2005,35,福建,14.6613,11.9762,17.3165,17.7636,15.3168,17.3344,16.1583,18.1384,16.9509,15.2959,17.1972,17.5837,195.6932,24.3091,19.4983,29.5187,28.7965,25.9709,31.6395,29.3763,33.5514,29.6492,29.7061,31.1596,35.2433,348.4189
2006,35,福建,16.0227,14.9457,18.7784,18.6999,16.1191,17.5322,17.3263,19.0661,20.3365,16.5448,18.9488,19.6585,213.979,30.6407,21.8242,33.4303,35.0149,33.4275,34.1161,34.4132,37.3889,35.3715,36.9937,37.6429,42.3536,412.6175
2007,35,福建,17.2128,13.9415,19.6029,20.0588,18.6708,20.5117,21.6797,21.6585,23.3475,21.0706,23.7341,23.6099,245.0988,36.7954,33.3044,31.8487,39.6799,39.4571,48.585,41.5277,42.6999,45.1658,43.3148,46.8411,50.1639,499.3837
2008,35,福建,23.4189,20.0666,26.0694,25.8897,25.4397,23.667,26.7469,25.335,24.4833,22.0312,16.8503,18.2945,278.2925,46.338,34.975,43.9039,50.8741,49.1428,48.1521,52.6484,53.9281,51.7,49.3195,42.5981,46.3385,569.9185
2009,35,福建,13.9048,16.1965,18.8793,20.4073,19.4945,25.4803,24.0924,24.2894,26.8947,21.8863,23.7572,28.0222,263.3049,44.7581,24.7685,38.7648,40.3743,41.1753,44.8431,49.3046,46.4924,52.0639,46.1944,47.3593,57.0925,533.1912
2010,35,福建,26.1383,23.1298,31.6133,31.6176,29.0656,30.1907,30.2769,32.5875,35.9794,27.4248,34.0754,40.8025,372.9018,54.6585,44.5447,48.5446,57.1771,59.2739,62.2803,69.372,61.2125,61.401,58.0306,64.7277,73.7082,714.9311
2011,35,福建,38.6945,27.8184,42.1558,40.6712,37.8022,36.9755,42.4482,44.3164,50.2335,44.9612,52.1074,48.6623,506.8466,75.8927,40.3983,64.8927,72.5134,73.9336,76.7907,79.0004,85.693,90.2218,85.3381,97.8281,85.8753,928.3781
2012,35,福建,42.7972,44.7976,45.0067,47.0055,47.2775,43.1119,46.7447,49.3667,54.6299,49.6999,58.9838,51.6322,581.0536,78.6947,46.6251,74.6912,72.928,84.9753,77.2629,84.6812,84.825,86.891,105.6424,83.8919,97.2167,978.3254
2013,35,福建,51.3926,40.0572,61.2417,49.5408,56.4239,51.9931,56.3953,50.5056,60.3316,48.1111,50.7793,51.7151,628.4873,102.9514,62.4062,77.0331,97.2278,92.0186,83.9689,90.425,89.3168,97.3238,86.6026,89.2598,96.2608,1064.7948
